"[60, 50, 40]","[82, 61, 77]"
"[80, 63, 79]","[65, 89, 73]","[65, 89, 73]"
"[80, 80, 79]","[82, 80, 77]","[81, 80, 80]"
"[64, 87, 70]","[63, 85, 73]","[63, 86, 71]","[64, 87, 70]","[63, 85, 73]","[63, 86, 71]","[63, 86, 71]","[80, 60, 80]","[80, 60, 80]","[80, 60, 80]","[80, 60, 80]"
"[63, 86, 71]","[63, 86, 71]"
"[80, 60, 80]","[80, 60, 80]"
